asin,title,review,star
B08BSJZ5B7,['recommended'],"['want', 'know', 'product', 'german', 'company', 'chinaprosgood', 'sound', 'qualitygood', 'battery', 'lifecase', 'nice', 'feel', 'itblue', 'colour', 'looks', 'nice', 'niceconsear', 'piece', 'hard', 'comfortablebass', 'greatcant', 'use', 'long', 'hurts', 'ear', 'canal', 'design', 'comfortable', 'better', 'choice', 'makes', 'weird', 'background', 'sound', 'calls']",3.0
B08D3WX95J,"['price', 'worthy']","['hey', 'figured', 'review', 'quick', 'observations', 'immediately', 'open', 'use', 'time', 'going', 'cheap', 'nonetheless', 'ears', 'pain', 'quickly', 'higher', 'volume', 'plastics', 'finished', 'look', 'kinda', 'shape', 'wear', 'charging', 'plastic', 'certainly', 'airpods', 'wanna', 'ones', 'end', 'satisfying', 'kinda', 'case', 'looks', 'big', 'surely', 'effect', 'jean', 'pockets', 'break', 'certain', 'scenarios', 'kinda', 'representation', 'poor', 'cheap', 'time', 'usable', 'biodegradable', 'plastics', 'banned', 'state', 'tn', 'got', 'qr', 'codes', 'sorts', 'saying', 'biodegradable', 'truth', 'told', 'seen', 'electronic', 'box', 'packaging', 'long', 'company', 'mentioned', 'year', 'box', 'warranty', 'cards', 'stuff', 'related', 'micro', 'giving', 'stars', 'price', 'brought', 'cool', 'paid', 'lightning', 'deal', 'mrp', 'returning', 'saying', 'fine', 'pains', 'listening', 'music', 'earpods', 'manufacturing', 'defect', 'like', 'smudge', 'plastic', 'moulded', 'overall', 'happy', 'throwing', 'indians', 'cheaper', 'price', 'standard', 'tech', 'india', 'hope', 'ps', 'pictures', 'attached', 'know', 'rotated', 'sorry', 'nice', 'day']",3.0
B08D3WX95J,"['expect', 'price']","['today', 'amazon', 'continuously', 'battery', 'remain', 'good', 'battery', 'backup', 'quality', 'good', 'built', 'quality', 'audio', 'quality', 'bluetooth', 'active', 'distance', 'poor']",5.0
B08D3WX95J,"['ptron', 'wireless', 'bluetooth']","['awesome', 'products', 'price', 'bought', 'offer', 'price', 'anybody', 'looking', 'bluetooth', 'buds', 'low', 'budget', 'plan', 'blindly', 'thanks', 'amazon', 'introduce']",5.0
B08D3WX95J,"['cheap', 'quality', 'product']","['worst', 'product', 'worst', 'quality', 'agree', 'price', 'product', 'good', 'increase', 'price', 'worthy', 'product', 'instead', 'making', 'cheap', 'product', 'cheating', 'recommend', 'quality', 'extra', 'low']",1.0
B08D3WX95J,"['read', 'purchase']","['pros', 'earphone', 'price', 'beat', 'price', 'technology', 'cheaply', 'uneven', 'paint', 'job', 'metal', 'plate', 'fit', 'charging', 'case', 'big', 'turn', 'shows', 'overall', 'product', 'time', 'insert', 'earphones', 'inside', 'case', 'new', 'falls', 'ears', 'minutes', 'overall', 'product', 'excellent', 'given', 'attention', 'build', 'quality']",1.0
B08D3WX95J,"['good', 'product', 'price', 'range']",['gooood'],5.0
B08D3WX95J,"['poor', 'build', 'customer', 'support', 'let']","['product', 'promising', 'let', 'poor', 'build', 'mean', 'poor', 'silver', 'coating', 'base', 'pod', 'buttons', 'comes', 'quickly', 'black', 'paint', 'tape', 'uneven', 'read', 'review', 'amazon', 'saying', 'way', 'pods', 'fit', 'case', 'strange', 'new', 'scratch', 'time', 'pull', 'decided', 'overlook', 'needed', 'cheap', 'pair', 'pods', 'listen', 'audiobooks', 'care', 'fit', 'finish', 'weeks', 'right', 'pod', 'tight', 'let', 'pictures', 'sent', 'message', 'ptron', 'website', 'responded', 'quickly', 'asking', 'specifics', 'problem', 'sent', 'messages', 'pictures', 'weeks', 'response', 'trying', 'contact', 'respond', 'cheap', 'pair', 'tws', 'earpods', 'buds', 'great', 'abysmally', 'poor', 'quality', 'makes', 'price', 'expensive', 'better', 'buy', 'cheaper', 'chinese', 'product', 'f', 'need', 'months', 'weeks', 'fair', 'positive', 'note', 'sound', 'quality', 'bad', 'great', 'means', 'price', 'product', 'good', 'respect', 'build', 'customer', 'support', 'worth']",1.0
B08D3WX95J,"['ptron', 'heasdet']","['got', 'package', 'awesome', 'product', 'suggest', 'bass', 'product', 'dat', 'bt', 'according', 'budget', 'worth', 'problem', 'lid', 'tight', 'closed', 'charging', 'pods', 'product', 'worth', 'price', 'careful', 'inserting', 'pods', 'ur', 'weight', 'detailed', 'review', 'u', 'later']",4.0
B08D3WX95J,"['singe', 'airpod', 'working', 'separately', 'excellent']","['airpods', 'working', 'properly', 'time', 'problem', 'perfectbase', 'excellentcall', 'excellent', 'super', 'productiam', 'expecting', 'replace', 'product']",5.0
B08D3WX95J,"['connection', 'issues']","['cost', 'best', 'true', 'wireless', 'left', 'pod', 'disconnecting', 'right', 'pod', 'ear', 'pod', 'working', 'fine', 'bit', 'bulky', 'sound', 'quality', 'okit', 'causing', 'pain', 'ear', 'big', 'con']",3.0
B08D3WX95J,"['got', 'defective', 'product']","['left', 'bud', 'charging', 'defective', 'charging']",1.0
B08D3WX95J,"['marvelous', 'product']","['high', 'base', 'quality', 'sound', 'proper', 'airpods', 'feature', 'significant', 'working', 'properlytypically', 'proper', 'product', 'budget', 'high', 'quality', 'features']",5.0
B08D3WX95J,"['honest', 'review', 'months']","['placed', 'order', 'month', 'december', 'got', 'delivered', 'days', 'charged', 'started', 'testing', 'product', 'music', 'perfectcalls', 'perfect', 'soon', 'disconnect', 'says', 'battery', 'low', 'battery', 'percentage', 'shows', 'requested', 'replacement', 'order', 'totally', 'stock', 'took', 'days', 'replacement', 'hyderabad', 'location', 'replacement', 'product', 'ratings', 'built', 'quality', 'plastic', 'connectivity', 'takes', 'longer', 'connect', 'initial', 'stage', 'paired', 'second', 'time', 'gets', 'connected', 'seconds', 'obvious', 'bt', 'devices', 'noise', 'cancellation', 'calls', 'problem', 'product', 'calls', 'listening', 'music', 'issue', 'happening', 'disconnecting', 'says', 'battery', 'low', 'having', 'charging', 'charging', 'takes', 'hardly', 'hours', 'battery', 'backup', 'gave', 'hardly', 'hours', 'battery', 'bass', 'sound', 'ultimate', 'bass', 'buds', 'extra', 'rating', 'buds', 'totally', 'different', 'warranty', 'card', 'provided', 'box', 'asked', 'customer', 'care', 'warranty', 'card', 'said', 'use', 'invoice', 'warranty', 'card', 'overall', 'product', 'given', 'satisfaction', 'built', 'quality', 'calls', 'issue', 'honest', 'budget', 'type', 'wireless', 'bt', 'devices', 'purchased', 'date', 'review', 'note', 'star', 'issue', 'calls', 'said', 'says', 'battery', 'low', 'disconnecting']",4.0
B08D3WX95J,"['fully', 'functional', 'bluetooth', 'wireless', 'earphones']","['product', 'extensively', 'months', 'revising', 'rating', 'pain', 'reduced', 'battery', 'performance', 'awesome', 'continuously', 'hours', 'international', 'flight', 'star', 'poor', 'noise', 'cancellation', 'expect', 'nc', 'price', 'b', 'average', 'sound', 'past', 'week', 'pros', 'cons', 'rs', 'steal', 'find', 'pair', 'wireless', 'earphones', 'amazingly', 'smooth', 'connection', 'pairing', 'takes', 'sec', 'earphones', 'connect', 'pair', 'good', 'battery', 'life', 'far', 'continuously', 'hours', 'case', 'provides', 'additional', 'power', 'hours', 'good', 'form', 'factor', 'casing', 'casing', 'snap', 'charging', 'fitment', 'perfect', 'cycling', 'jogging', 'dancing', 'ears', 'remain', 'snugly', 'fitted', 'problem', 'cons', 'sound', 'quality', 'pretty', 'average', 'music', 'music', 'aficionado', 'listen', 'music', 'sound', 'quality', 'conscious', 'okay', 'calls', 'okay', 'mic', 'bit', 'patchy', 'especially', 'phone', 'ble', 'range', 'short', 'gets', 'disconnected', 'patchy', 'ears', 'start', 'pain', 'couple', 'hour', 'usage', 'earpieces', 'slightly', 'comfortable', 'rs', 'form', 'factor', 'slightly', 'longer', 'awkwardly', 'longer', 'actually', 'outside', 'ear', 'small', 'face', 'stands', 'given', 'star', 'giving', 'pain', 'ear', 'prolonged', 'usage', 'great', 'sound', 'quality', 'wireless', 'earphones', 'want', 'try', 'rs', 'comes', 'close']",4.0
B08D3WX95J,['damaged'],"['got', 'damaged', 'product']",1.0
B08D3WX95J,"['good', 'buy']","['pros', 'product', 'quality', 'good', 'n', 'attractive', 'n', 'way', 'buds', 'designed', 'looks', 'awesome', 'n', 'bluetooth', 'connectivity', 'good', 'n', 'sound', 'cancellation', 'good', 'expectation', 'buds', 'clearly', 'marked', 'left', 'n', 'right', 'letters', 'confusion', 'keeping', 'buds', 'earscons', 'found', 'ear', 'buds', 'difficult', 'hold', 'ears', 'looses', 'grip', 'insertingwhen', 'want', 'use', 'buds', 'driving', 'navigate', 'purpose', 'bluetooth', 'connectivity', 'work', 'properly', 'n', 'find', 'lot', 'distrubencesound', 'quality', 'good', 'expect', 'theatre', 'dolby', 'atmos', 'effectfinally', 'anybody', 'buy', 'price', 'enjoy', 'songs', 'wireless', 'mode']",4.0
B08D3WX95J,['good'],"['pretty', 'big', 'including', 'charging', 'case', 'sound', 'quality', 'okay', 'manual', 'says', 'continuous', 'music', 'buttons', 'earbuds', 'hard', 'overall', 'ratings', 'mean', 'expect']",3.0
B08D3WX95J,"['good', 'pair', 'earbuds']","['good', 'pair', 'earbuds', 'bluetooth', 'pairing', 'simple', 'connects', 'immediately', 'fits', 'perfectly', 'best', 'sound', 'quality', 'good']",4.0
B08D3WX95J,"['worth', 'money']","['product', 'money', 'worthy', 'sound', 'quality', 'awsome', 'battery', 'packup', 'd', 'wonderful', 'glad', 'invested', 'money', 'product', 'clear', 'sound', 'quality', 'sturdiness', 'worth', 'thumbs']",5.0
B08D3WX95J,"['great', 'price', 'small', 'connectivity', 'issue']","['months', 'connection', 'fast', 'pairing', 'fast', 'battery', 'life', 'superb', 'going', 'big', 'problem', 'left', 'sensitive', 'cutting', 'connection', 'hand', 'left', 'headphones', 'moment', 'hand', 'way', 'problem', 'perfect', 'small', 'niggle', 'ask', 'price', 'great']",5.0
B08D3WX95J,['waste'],"['review', 'short', 'waste', 'hard', 'earned', 'money', 'unreliable', 'product', 'following', 'pathetic', 'build', 'quality', 'ear', 'learn', 'broken', 'mic', 'stopped', 'working', 'amazon', 'return', 'date', 'worst', 'customer', 'service', 'chasing', 'simce', 'months', 'lost', 'money', 'pathetic', 'product', 'courier', 'charges', 'sending', 'product', 'mumbai', 'hyderabad', 'service', 'centre', 'want', 'buy', 'looking', 'price', 'point', 'trap', 'ahead', 'buy', 'stay', 'service', 'centre', 'hyderabad', 'place', 'visiting', 'learn', 'faulty', 'faltu', 'product', 'regards']",1.0
B08D3WX95J,"['tiny', 'battery', 'life']","['good', 'buy', 'best', 'quality', 'user', 'friendly', 'need', 'switch', 'earplug', 'independently', 'gets', 'discharged', 'switch', 'like', 'hours', 'useful', 'online', 'meetings', 'time', 'times', 'automatically', 'starts', 'surround', 'sound', 'effects', 'seconds', 'stops', 'annoying', 'distracting', 'died', 'times', 'calls', 'day', 'happy', 'problem', 'connect', 'device']",2.0
B08D3WX95J,"['overall', 'worthy', 'deal']","['pods', 'times', 'responds', 'bassbuds', 'lite', 'good', 'light', 'weight', 'ears', 'buds', 'mm', 'driver', 'provides', 'great', 'bass', 'music', 'bluetooth', 'connectivity', 'normal', 'upto', 'sound', 'quality', 'clear', 'mic', 'sensitive', 'captures', 'background', 'sounds', 'highlights', 'disturbs', 'person', 'listening', 'ut', 'star', 'added', 'charging', 'case', 'durable', 'handy', 'matte', 'finish', 'provide', 'charge', 'buds', 'ut', 'takes', 'fully', 'charged', 'backup', 'good', 'case', 'watching', 'videos', 'appreciate', 'design', 'completely', 'fixes', 'ear', 'jaults', 'dosent', 'displaces', 'position', 'buds', 'lightweight', 'feels', 'inear', 'operate', 'need', 'turn', 'buds', 'wait', 'buds', 'paired', 'connect', 'phones', 'bluetooth', 'auto', 'poweroff', 'feature', 'puts', 'buds', 'case', 'automatically', 'turns', 'buds', 'starts', 'charging', 'requires', 'charger', 'higher', 'start', 'heating', 'careful', 'charger']",4.0
B08D3WX95J,"['poor', 'built', 'quality', 'extremely', 'poor', 'customer', 'service']","['performance', 'good', 'built', 'quality', 'extremely', 'poor', 'ear', 'bud', 'got', 'stuck', 'inside', 'charging', 'port', 'removed', 'ear', 'bud', 'second', 'time', 'extremely', 'poor', 'built', 'quality', 'feel', 'moment', 'touch', 'instructions', 'warranty', 'claimtheir', 'customer', 'care', 'number', 'unattended', 'day', 'long', 'email', 'exchanges', 'offered', 'replace', 'courier', 'product', 'warehouse', 'money', 'reply', 'emails', 'week', 'told', 'send', 'replacement', 'soon', 'month', 'sending', 'product', 'got', 'courier', 'different', 'type', 'wireless', 'headphones', 'found', 'price', 'original', 'absolutely', 'uncomfortable', 'poor', 'sound', 'quality', 'months', 'purchase', 'use', 'headphone', 'days', 'spend', 'extra', 'money', 'courier', 'different', 'product', 'poor', 'performance', 'poor', 'sound', 'quality', 'fragile', 'bluetooth', 'connectivity', 'non', 'existent', 'noise', 'cancellation']",1.0
B08D3WX95J,"['expect', 'airpods', 'like', 'quality']","['inr', 'folks', 'stop', 'looking', 'airpods', 'like', 'features', 'bought', 'purpose', 'watching', 'tv', 'late', 'night', 'avoid', 'disturbing', 'people', 'sleeping', 'serves', 'purpose', 'playback', 'time', 'impressive', 'considering', 'price', 'approx', 'charge', 'charging', 'case', 'recharge', 'ear', 'buds', 'times', 'max', 'single', 'charge', 'price', 'definite', 'plus', 'ear', 'comfort', 'good', 'hurt', 'prolonged', 'use', 'fast', 'forward', 'months', 'thing', 'works', 'charging', 'case', 'ear', 'phones', 'stopped', 'charging', 'sure', 'warranty']",3.0
B08D3WX95J,"['great', 'pods', 'ptron']","['want', 'bluetooth', 'earphones', 'good', 'sound', 'quality', 'marathon', 'battery', 'life', 'budget', 'friendly', 'long', 'range', 'ear', 'friendly', 'buds', 'ptron', 'bassbuds', 'lite', 'perfect', 'stop', 'base', 'buds', 'easy', 'carry', 'case', 'great', 'battery', 'life', 'makes', 'perfect', 'travelling', 'partner', 'taking', 'sound', 'quality', 'outstanding', 'deep', 'base', 'takes', 'experience', 'level']",5.0
B08D3WX95J,"['good', 'quality', 'wireless', 'ear', 'buds']","['attending', 'meetings', 'wired', 'headphones', 'work', 'home', 'pain', 'finally', 'decided', 'purchase', 'wireless', 'bluetooth', 'headphone', 'delivery', 'amazon', 'quick', 'despite', 'covid', 'transport', 'issues', 'packaging', 'seller', 'knit', 'ptron', 'headphones', 'seamless', 'connectivity', 'device', 'paired', 'offer', 'clean', 'audio', 'disruption', 'longer', 'period', 'thanks', 'low', 'power', 'consumption', 'attending', 'long', 'audio', 'conference', 'meetings', 'smoother', 'days', 'ptron', 'bassbuds', 'offer', 'hand', 'free', 'calls', 'good', 'voice', 'quality', 'helped', 'phone', 'calls', 'easier', 'parents', 'currently', 'stranded', 'city', 'pandemic', 'charge', 'case', 'makes', 'charging', 'easier', 'far', 'able', 'fully', 'charge', 'hours', 'talk', 'timeoverall', 'product', 'handy', 'useful']",5.0
B08D3WX95J,"['bad', 'quality', 'buy']","['piece', 'junk', 'buy', 'looks', 'like', 'apple', 'airpod', 'quality', 'good', 'party', 'hear', 'lot', 'os', 'echoing', 'disturbance', 'listening']",1.0
B08D3WX95J,"['audio', 'accessory']","['audio', 'accessory', 'audio', 'lovers', 'ordered', 'wireless', 'earphone', 'attend', 'calls', 'listening', 'audio', 'like', 'audio', 'quality', 'found', 'bass', 'good', 'earphones', 'fits', 'ear', 'good', 'fall', 'walking', 'companion', 'running', 'walking', 'battery', 'lasted', 'hours', 'music', 'hours', 'single', 'charge', 'charging', 'box', 'provides', 'good', 'charging', 'charge', 'overall', 'satisfied', 'price', 'quality']",5.0
B08D3WX95J,"['recommend', 'earbuds']","['testing', 'days', 'writing', 'reviewperfect', 'earbuds', 'ptronthis', 'brand', 'new', 'audio', 'segment', 'good', 'job', 'earbudssound', 'quality', 'nice', 'vocals', 'clear', 'bass', 'highbattery', 'backup', 'charge', 'powerfulcalling', 'quality', 'good', 'driving', 'homebuild', 'quality', 'earbuds', 'good', 'case', 'build', 'quality', 'okokthey', 'connect', 'quickly', 'soon', 'open', 'casejust', 'thing', 'adjust', 'eartips', 'comfertable', 'size', 'earbuds', 'great', 'performancethey', 'connecte', 'easly', 'laptop']",5.0
B08D3WX95J,"['worst', 'customer', 'care', 'response']","['editing', 'rewriting', 'review', 'use', 'apprix', 'month', 'uptilll', 'going', 'good', 'product', 'suddenly', 'left', 'earbud', 'stopped', 'working', 'tried', 'reach', 'ptron', 'customer', 'care', 'answered', 'highlighted', 'issue', 'grievance', 'rederessal', 'forum', 'expected', 'time', 'revert', 'working', 'hrs', 'unfortunately', 'dint', 'receive', 'anu', 'response', 'product', 'complete', 'waste', 'money', 'l', 'ptron', 'customer', 'service', 'worst']",1.0
B08D3WX95J,"['bluetooth', 'affordable', 'range', 'high', 'specs']","['product', 'days', 'awesome', 'use', 'music', 'bass', 'play', 'good', 'buds', 'connected', 'traveling', 'need', 'use', 'safer', 'hear', 'apart', 'music', 'play', 'bad', 'person', 'end', 'hear', 'noise', 'background', 'calling', 'backup', 'good', 'charge', 'decent', 'people', 'looking', 'hrs', 'battery', 'look', 'product', 'issue', 'love', 'product', 'ear', 'bud', 'fitting', 'irregular', 'smile', 'product', 'falls', 'straight', 'face', 'use']",4.0
B08D3WX95J,"['unexpectedly', 'good', 'loved', 'sound', 'quality']","['expect', 'bought', 'cz', 'price', 'came', 'amazing', 'good', 'sound', 'hear', 'pop', 'songs', 'bass', 'good', 'volume', 'good', 'case', 'matte', 'looks', 'good', 'thing', 'lacking', 'battery', 'life', 'listen', 'songs', 'hours', 'attend', 'lot', 'calls', 'songs', 'hours', 'use', 'bud', 'time', 'pod', 'charging', 'replace', 'battery', 'pod', 'dies']",5.0
B08D3WX95J,"['worth', 'company', 'ptron']","['months', 'want', 'specific', 'review', 'considering', 'price', 'buds', 'good', 'quality', 'product', 'purchase', 'received', 'damaged', 'product', 'ear', 'bud', 'working', 'policy', 'received', 'replacement', 'seller', 'ear', 'buds', 'working', 'fine', 'months', 'use', 'actually', 'months', 'right', 'ear', 'bud', 'stopped', 'working', 'passed', 'days', 'replacement', 'policy', 'amazon', 'contact', 'company', 'warranty', 'days', 'response', 'company', 'called', 'customer', 'care', 'number', 'number', 'busy', 'long', 'thought', 'personally', 'came', 'understanding', 'need', 'sale', 'service', 'reputed', 'brand', 'know', 'expensive', 'guaranty', 'getting', 'post', 'sales', 'service', 'individuals', 'choice', 'buy', 'looking', 'suggestion', 'straight', 'buy', 'reputed', 'company', 'products']",1.0
B08D3WX95J,"['affordable', 'bt', 'mic', 'dual', 'auto', 'connect', 'tws', 'earphones']","['good', 'negative', 'reviews', 'paid', 'ones', 'easily', 'gets', 'connected', 'easy', 'fit', 'ear', 'balanced', 'weight', 'weightless', 'thing', 'mic', 'absorbs', 'noise', 'u', 'r', 'noisy', 'place', 'talk', 'phone', 'mic', 'speaker', 'u', 'r', 'room', 'bit', 'place', 'u', 'talk', 'easily', 'price', 'good', 'high', 'decibel', 'speaker', 'mic', 'hrs', 'watched', 'films', 'stretch', 'problems', 'charge', 'good']",5.0
B08D3WX95J,"['true', 'wireless', 'earbuds', 'tws', 'ptron', 'bassbuds', 'lite', 'good', 'project', 'launched']","['good', 'product', 'best', 'best', 'quality', 'sellar', 'good', 'fast', 'delivery', 'time', 'time', 'wowtrue', 'wireless', 'earbuds', 'bassbuds', 'lite', 'earbuds', 'equipped', 'latest', 'wireless', 'today', 'amazon', 'continuously', 'battery', 'remain', 'good', 'battery', 'backup', 'quality', 'good', 'built', 'quality', 'audio', 'quality', 'bluetooth', 'active', 'distance', 'mitar', 'good']",5.0
B08D3WX95J,"['bad', 'experience']","['brought', 'months', 'month', 'earpod', 'stop', 'working', 'right', 'sent', 'mails', 'complaint', 'usefull', 'revert', 'sent', 'photos', 'said', 'stuffs', 'invoice', 'n', 'wasted', 'totally', 'worthless', 'got', 'bad', 'experience', 'satisfied', 'gadget', 'brand']",1.0
B08D3WX95J,"['definitely', 'recommended']","['bought', 'ptron', 'bassbuds', 'lite', 'couple', 'days', 'extremely', 'satisfied', 'product', 'thing', 'watches', 'buying', 'earphones', 'headphones', 'sound', 'quality', 'product', 'extensively', 'ptron', 'bassbuds', 'lite', 'assure', 'buds', 'disappoint', 'area', 'sound', 'decent', 'good', 'bass', 'decent', 'voice', 'instrument', 'separation', 'noise', 'reduction', 'thing', 'looks', 'buying', 'bluetooth', 'earphones', 'headphones', 'battery', 'backup', 'li', 'polymer', 'battery', 'earbud', 'easily', 'lasted', 'hours', 'extensive', 'calling', 'music', 'listening', 'competitors', 'higher', 'price', 'range', 'addition', 'case', 'comes', 'battery', 'gives', 'cycles', 'charging', 'bassbuds', 'lite', 'voice', 'quality', 'calls', 'clear', 'excellent', 'ends', 'detailed', 'review', 'sound', 'said', 'gives', 'nice', 'experience', 'listening', 'music', 'distortion', 'free', 'bass', 'different', 'genres', 'design', 'bought', 'black', 'colour', 'variant', 'matt', 'finish', 'look', 'bassbuds', 'lite', 'impressed', 'given', 'price', 'range', 'light', 'weight', 'easy', 'carry', 'case', 'battery', 'li', 'polymer', 'battery', 'earbud', 'charging', 'cum', 'carrying', 'case', 'astonished', 'battery', 'backup', 'heavy', 'usage', 'connectivity', 'connectivity', 'good', 'fast', 'faced', 'issues', 'connectivity', 'calling', 'noise', 'reduction', 'inbuilt', 'microphone', 'bassbuds', 'lite', 'astound', 'experience', 'callingfit', 'comes', 'size', 'easily', 'fitted', 'ear', 'perfectly', 'addition', 'comes', 'different', 'sets', 'rubber', 'buds', 'fit', 'properly', 'shape', 'ears', 'price', 'point', 'good', 'value', 'money', 'definitely', 'recommend']",5.0
B08D3WX95J,"['good', 'price']","['testing', 'days', 'came', 'conclusive', 'review', 'factor', 'expect', 'buds', 'battery', 'backup', 'comfort', 'fit', 'sound', 'quality', 'bass', 'look', 'fit', 'earbuds', 'fit', 'nicely', 'block', 'noise', 'surround', 'sound', 'quality', 'good', 'great', 'price', 'point', 'feels', 'noisy', 'distorted', 'calls', 'okay', 'bass', 'great', 'ans', 'product', 'easily', 'hours', 'charge', 'charge', 'times', 'given', 'box', 'lastly', 'conclude', 'price', 'point', 'product', 'perfect', 'knows', 'long']",5.0
B08D3WX95J,"['decent', 'product']","['ordered', 'day', 'delivery', 'super', 'fast', 'prime', 'bud', 'wireless', 'firstly', 'packaging', 'level', 'like', 'smartphone', 'product', 'decent', 'considering', 'price', 'best', 'pairing', 'disconnection', 'magnetic', 'attachment', 'seamless', 'quick', 'need', 'touch', 'buttons', 'talking', 'sound', 'overly', 'loud', 'bass', 'defined', 'higer', 'volumes', 'distortion', 'sound', 'higher', 'volume', 'money', 'product']",5.0
B08D3WX95J,"['listening', 'voices', 'music']","['second', 'purchase', 'best', 'suitable', 'kid', 'attending', 'online', 'classes', 'listening', 'music', 'bass', 'talking', 'microphone', 'low', 'quality', 'listener', 'receiving', 'end', 'hears', 'hollow', 'undertone', 'earphone', 'cushions', 'cheap', 'plastic', 'like', 'balloon', 'material', 'got', 'torn', 'changing', 'removing', 'changing', 'cushion', 'cumbersome', 'needs', 'effort', 'gives', 'elegant', 'look', 'wearing', 'fitting', 'ear', 'canal', 'perfect', 'fall', 'choose', 'right', 'size', 'cushion', 'charging', 'case', 'cute', 'different', 'led', 'color', 'lights', 'charging', 'use', 'tap', 'gestures', 'earphones', 'comes', 'handy', 'funtion', 'serves', 'purpose', 'fullest', 'real', 'value', 'money']",3.0
B08D3WX95J,"['jittery', 'audio', 'frequent', 'disonnection', 'smart', 'tv', 'netflix', 'pains', 'ear', 'use']","['works', 'good', 'mobile', 'audio', 'distance', 'advertised', 'issues', 'sony', 'bravia', 'wireless', 'device', 'keeps', 'disconnecting', 'manually', 'connect', 'bluetooth', 'settings', 'tv', 'netflix', 'audio', 'gets', 'jittery', 'distance', 'tv', 'couch', 'feet', 'overall', 'product', 'works', 'awesome', 'close', 'range', 'mobile', 'smarttv', 'joyful', 'experience', 'pains', 'ear', 'ear', 'piece', 'time', 'bulged', 'earphones', 'shown', 'attached', 'pictures', 'designed', 'comfortable', 'long', 'time', 'use']",3.0
B08D3WX95J,"['fabulous', 'earbuds']","['writing', 'review', 'days', 'coming', 'features', 'superb', 'easier', 'pairing', 'seamless', 'connetivity', 'sound', 'quality', 'good', 'vocals', 'clearly', 'audible', 'bass', 'balanced', 'good', 'seen', 'pic', 'attached', 'battery', 'backup', 'mentioned', 'manufacturer', 'completely', 'satisfied', 'product', 'giving', 'star', 'stars', 'available']",5.0
B08D3WX95J,"['poor', 'quality', 'product']","['received', 'defective', 'product', 'right', 'buds', 'ok', 'left', 'bass', 'working', 'hours', 'sound', 'quality', 'poor', 'bass', 'connection', 'automatic', 'disconnected', 'connected', 'times', 'wokkinbor', 'riding', 'time', 'ear', 'automatically', 'starting', 'poor', 'quality', 'product', 'pl', 'salling', 'stopped', 'kind', 'worst', 'product', 'time', 'money', 'dose', 'matter', 'quality', 'effected', 'amazon', 'assured', 'quality', 'time', 'failure']",1.0
B08D3WX95J,"['value', 'money', 'expect', 'sennheiser', 'like', 'sound', 'quality']","['want', 'basic', 'pair', 'truly', 'wireless', 'stereo', 'headphones', 'perfect', 'pairing', 'straight', 'forward', 'sound', 'quality', 'satisfactory', 'mind', 'basic', 'earphones', 'provide', 'quality', 'remotely', 'comparable', 'sennheiser', 'sony', 'price', 'asking', 'fault', 'easy', 'left', 'right', 'perfect', 'drops', 'decent', 'battery', 'decent', 'sound', 'chrome', 'garnish', 'actually', 'paint', 'fade', 'away', 'week', 'revealing', 'white', 'plastic', 'mircophone', 'weak', 'speak', 'louder', 'attending', 'led', 'charging', 'unit', 'fail', 'turn']",4.0
B08D3WX95J,"['pretty', 'good']","['fits', 'ear', 'cause', 'audio', 'quality', 'satisfactory', 'especially', 'looked', 'pay', 'voice', 'clarity', 'good', 'bass', 'soft', 'soothing', 'treble', 'highs', 'works', 'laptop', 'pairing', 'quick', 'batt', 'backup', 'ok', 'ok', 'measured', 'exact', 'time', 'let', 'accept', 'damn', 'cheap', 'tws', 'expect', 'build', 'finish', 'great', 'acceptable', 'paid', 'durability', 'case', 'earbuds', 'big', 'fancy', 'features', 'like', 'touch', 'control', 'water', 'sweat', 'proof', 'available']",4.0
B08D3WX95J,"['left', 'ear', 'bud', 'disconnect']","['sound', 'bass', 'frequently', 'disconnected', 'especially', 'left', 'feel', 'pain', 'bad', 'audio', 'qualty', 'disconnects', 'feet', 'plastic', 'pressing', 'button', 'gone', 'away', 'quiclkly', 'time', 'charge', 'playback', 'time', 'case', 'delicate', 'opening', 'somedays', 'bass', 'little', 'bit', 'ok', 'compare', 'branded', 'calling', 'possible', 'previous', 'hard', 'click', 'button', 'twice']",3.0
B08D3WX95J,['worth'],"['bought', 'ptron', 'bassbuds', 'lite', 'couple', 'days', 'extremely', 'satisfied', 'product', 'thing', 'watches', 'buying', 'earphones', 'headphones', 'sound', 'quality', 'product', 'extensively', 'ptron', 'bassbuds', 'lite', 'assure', 'buds', 'disappoint', 'area', 'sound', 'decent', 'good', 'bass', 'decent', 'voice', 'instrument', 'separation', 'noise', 'reduction', 'thing', 'looks', 'buying', 'bluetooth', 'earphones', 'headphones', 'battery', 'backup', 'li', 'polymer', 'battery', 'earbud', 'easily', 'lasted', 'hours', 'extensive', 'calling', 'music', 'listening', 'competitors', 'higher', 'price', 'range', 'addition', 'case', 'comes', 'battery', 'nice', 'buying']",5.0
