asin,title,review,star
B08D3WX95J,"







  
  
    Great for the price with a small connectivity issue.
  
","









  
  
    
  Been using them since the 3 or 4 months. Connection is fast. Pairing is also fast. Battery life is just superb.. They keep going on and on. A very big problem though is that the left side is sensitive to cutting out the connection. If you put your hand across the left side while you're using the headphones. But the moment you move your hand out of the way. Then there's no problem. Other than that. They're just perfect. A small niggle if you ask me. For the price. They're really great

  
",5.0
B08D3WX95J,"







  
  
    Waste of ₹999!
  
","









  
  
    
  To keep this review really short, don't waste your hard earned money on this unreliable product for following reasons:-1. Pathetic build quality, you take it out of your ear to learn it's broken already (see the pics)2. Mic stopped working only after Amazon return date is over.3. Worst customer service ever (chasing simce more than 3 months and yet no solution)I've not only lost money on this pathetic product but on courier charges for sending this product from Mumbai to Hyderabad due to only one service centre.So if you still want to buy it looking for this price point trap, go ahead buy it if you stay somewhere around its service centre in Hyderabad because that's the place you'll be visiting when you learn about faulty and faltu product. Regards.

  
",1.0
B08D3WX95J,"







  
  
    Tiny battery life
  
","









  
  
    
  Not a good buy and is not the best in quality. Not user friendly because you need to switch on each earplug independently and it gets discharged from 100% to switch off in like ~2.5 hours. Not very useful when you have online meetings most of the time. Also, it some times automatically starts surround sound effects and after a few seconds stops it. Annoying and distracting because of it. It died on me 2 times during my calls in the same day. Not happy.Another problem is, you can connect it with only one device at once.

  
",2.0
B08D3WX95J,"







  
  
    Overall its a worthy deal.
  
","









  
  
    
   Both pods some times doesn't responds together.pTron Bassbuds lite is quite good in light weight ears buds. It has 10mm driver which provides a great bass for music. Bluetooth connectivity is normal upto 10metres. Sound quality is clear over call too. Mic is too sensitive that it captures the background sounds and highlights is too much so on call it disturbs the other person who's listening. I give ut 4star but 1 more star added for its charging case it's very durable and handy with matte finish and provide 3+cycles to charge buds. Ut takes less than 1hr to get fully charged from 0%(including case).battery backup is quite good. In my case i used it for 6hr+ in 50%volume watching videos. Really appreciate the design it completely fixes in ear and after too many jaults it dosent displaces from the position. Buds are lightweight so it doesn't feels it is inEar.To Operate you need to turn on both buds and wait for 5sec to get both buds paired. Then connect to phones bluetooth and done. It also have auto poweroff feature when you puts buds back in case it automatically turns off the buds and starts charging.It requires 1A/5V charger. If you put higher one it will start heating up so be careful regarding charger

  
",4.0
B08D3WX95J,"







  
  
    Poor built quality, extremely poor customer service
  
","









  
  
    
  Performance is Quite good. But the built quality is extremely poor. A part of ear bud got stuck inside of the charging port when I removed the ear bud for very second time. Extremely poor built quality and you can feel it the moment you touch it.And no instructions on warranty claimTheir customer care number is always unattended. After 20 day long email exchanges they offered me to replace it if I courier the product to their warehouse with my money. After that they didn't reply for my emails for a week. Then they told they will send a replacement soon.So after a month of sending my product back , I got a courier from them with a different type of wireless headphones. I found the price is same is the original one, but absolutely uncomfortable and poor sound quality.So now , after 4 months of purchase , I could use the headphone only for 2 days , spend extra money for courier, and have a different product with poor performance on my hand!!New one has poor sound quality , fragile bluetooth connectivity , and non existent noise cancellation

  
",1.0
B08D3WX95J,"







  
  
    Don't expect airpods like quality
  
","









  
  
    
  It's INR 999 folks. Stop looking for airpods like features.I bought them for the purpose of watching tv late at night to avoid disturbing the people sleeping around me. Serves that purpose well.The playback time is impressive, considering the price. Approx 5hrs per charge. The charging case can recharge the ear buds 4 times max on a single charge. At this price those are a definite plus. In ear comfort is good. Never hurt after prolonged use.Fast forward a few months. The only thing that works is the charging case. Both ear phones have stopped charging. Not sure where to go for warranty.

  
",3.0
B08D3WX95J,"







  
  
    A great pods from ptron
  
","









  
  
    
  What do you want from your bluetooth earphones? Good sound quality ,marathon battery life ,budget friendly,  a long range, and last but not the least ear friendly buds.Well the pTron bassbuds lite is a just perfect stop for you.These base buds are easy to carry, because of its case and has a great battery life which makes it your perfect travelling partner.Taking about the sound quality, it is outstanding, and has that deep base which takes your experience to another level.

  
",5.0
B08D3WX95J,"







  
  
    Good Quality Wireless Ear Buds
  
","









  
  
    
  Attending Meetings using Wired Headphones for Work For Home was becoming a pain. So I finally decided to purchase  wireless Bluetooth headphone.The delivery from Amazon was quick despite the covid transport issues and the packaging from the seller was very well knit. The PTron headphones have seamless connectivity with any device they are paired with and offer clean audio with no disruption for a longer period thanks to the low power consumption. This has made  attending long audio conference meetings smoother for me in last few days.The PTron Bassbuds also offer hand free calls with good voice quality which has helped make my phone calls quite easier with my parents who are currently stranded in other city due to a pandemic. The Charge on go case makes charging quite easier and so far I have been able to fully charge it in 90minutes with around 6-7 hours of talk timeOverall the product has been very handy and useful .

  
",5.0
B08D3WX95J,"







  
  
    BAD QUALITY - DON'T BUY
  
","









  
  
    
  This is just a piece of junk. PLEASE DON'T BUY THIS.While it looks like an Apple AirPod, quality is not good at all. Other party can't hear anything / lot os echoing / disturbance while listening.

  
",1.0
B08D3WX95J,"







  
  
    A must have audio accessory
  
","









  
  
    
  It’s a must have audio accessory for audio lovers . Ordered this wireless earphone to attend my calls and also for listening to audio. Like the audio quality and found the bass is good . Also the earphones fits in the ear very good and does not fall off while walking. It’s now my companion for running and walking. The battery lasted for 5 hours with music and about 6 hours on call in a single charge. The charging box provides a good charging so you I do not charge it again and again. Overall satisfied with the price and quality.

  
",5.0
B08D3WX95J,"







  
  
    Recommend this earbuds.....
  
","









  
  
    
  After testing four days i am writing this reviewPerfect earbuds from pTronThis brand new in audio segment but still they do very good job with this earbudsSound quality is very nice vocals are clear and bass is also highBattery backup on one charge is very powerfulCalling quality is good while driving and at homeBuild quality of earbuds are good but case build quality is okokThey are connect very quickly as soon as you open the caseJust the thing is you must have to adjust eartips with your comfertable size then this earbuds give you great performanceThey are also connecte easly with laptop.

  
",5.0
B08D3WX95J,"







  
  
    Worst customer care response
  
","









  
  
    
  I am editing and rewriting my review after use of apprix 2-3 month.Uptilll now everything was going good with the product but suddenly the left earbud had stopped working and I tried to reach pTron customer care but no one answered my call moreover when I highlighted my issue over their grievance rederessal forum and their were an expected time for revert was of 24 working hrs. but unfortunately i dint receive anu response from there as well.So, this product is complete waste of money l, pTron customer service is worst.DO NOT GO FOR IT.

  
",1.0
B08D3WX95J,"







  
  
    A bluetooth in affordable range with high specs
  
","









  
  
    
  I have been using the product for last 10 days and I must say its awesome.So when i use it for music its 10 out of 10. As the bass and play is good with one or both the buds connected. But when you are traveling and need to use one for safer side as you can't hear anything apart from the music you play.This becomes bad when you are on call. The person at the other end can even hear every noise in the background. So for calling i would say 5 out of 10.Battery backup is good.Charge once and last a decent amount. For people looking for more than 4-5 hrs of battery can look for other product.Other issue i had was though i love everything about the product the ear bud fitting is quite irregular for me as if I smile, the product falls off.  So i have to keep a straight face to use it.

  
",4.0
B08D3WX95J,"







  
  
    Unexpectedly good, loved the sound quality!!
  
","









  
  
    
  I didn't expect much when I bought these cz the price was less but these came out amazing. Really good sound, i hear pop songs so the bass was good too. Volume is really good. The case is matte and looks really good. Only thing lacking is battery life, if you only listen songs then it will last you 4 hours and if you attend a lot of calls with songs then 3 hours. For this you can use one bud at a time and keep other in the pod for charging and replace when the battery in other pod dies.

  
",5.0
B08D3WX95J,"







  
  
    Not worth the Company Ptron
  
","









  
  
    
  Its been now more than 2 months and I want to be very specific about my review.Considering the price the buds are good, but the quality of the product is not consistent.1st purchase received damaged product as 1 ear bud was not at all working. So as the policy i received a replacement from the seller.Now the ear buds were working fine but then after almost 2 months of use (actually less than 2 months) again right ear bud stopped working. Now since it passed the 10 days replacement policy of Amazon i had to contact the company for warranty.Its been more than 20 days and there is no response from the company.They have a so called customer care number, but whenever you call that number its always busy.After a long thought I personally came with an understanding that if we need a after sale service then go with the reputed brand, i know they are expensive than these, but at least you have a guaranty  that you are getting post sales service.Again its the individuals choice what to and what not to buy, but if anyone looking for a suggestion then mine would be straight, buy only reputed company products.

  
",1.0
B08D3WX95J,"







  
  
    Affordable BT 5.0, binaural(dual mic, dual auto connect) TWS earphones
  
","









  
  
    
  So good one. Don't go for negative reviews. All are paid ones. Easily gets connected. Easy fit in ear. Balanced weight. Weightless too.One thing is the mic absorbs noise also. So if u r in noisy place talk via phone mic and speaker. If u r in room or a bit quite place, u can talk easily. But for the price this is really good.Who will give high decibel speaker with mic and 5 to 6 hrs of playback(I even watched 2 films at a stretch without any problems or charge)... Good one go for it 😍

  
",5.0
B08D3WX95J,"







  
  
    True Wireless Earbuds 5.0 (TWS) pTron Bassbuds Lite  good project launched
  
","









  
  
    
  Good product best best quality sellar is good fast delivery time to time wowTrue Wireless Earbuds 5.0 (TWS)pTron Bassbuds Lite earbuds are equipped with the latest wireless) Today I get this from Amazon and using this almost 3hours continuously but still 55percent battery remain/good battery backup in this price2)call quality good in this price3) built quality 5/54) Audio quality is good5) Bluetooth active distance 10 mitar good

  
",5.0
B08D3WX95J,"







  
  
    Bad experience
  
","









  
  
    
  Brought this in last few months and with in 2nd month an earpod stop working (the right side one) and also i sent mails and complaint on www.support@ptron.hk but haven't get usefull revert sent photos as they said and all stuffs invoice n all but wasted... And its totally worthless i got the bad experience . Not satisfied with this gadget and brand

  
",1.0
B08D3WX95J,"







  
  
    Definitely Recommended!
  
","









  
  
    
  I bought PTron Bassbuds Lite couple of days back and I am extremely satisfied with the product.First thing one watches while buying earphones or headphones is the sound quality of the product and after using extensively PTron Bassbuds Lite, I can assure you that these buds doesn’t disappoint you in this area. The sound is decent with good bass, decent voice and instrument separation and noise reduction.Other thing one looks for while buying a Bluetooth earphones or headphones is the battery backup. With 50mAh Li-Polymer Battery (each earbud), it easily lasted for more than 5 hours with extensive calling and music listening. This is more than the competitors in this and the higher price range are. In addition, the case comes with 400mAh battery; this gives you almost 4 cycles of full charging of Bassbuds Lite. The voice quality during the calls was clear and excellent at both the ends.Detailed Review:Sound: As said above, it gives a nice experience of listening music with distortion free bass from different genres.Design: I bought a black colour variant and matt finish look of the Bassbuds Lite impressed me in the given price range. It is light in weight and easy to carry with case.Battery: The 50mAh Li-Polymer Battery (each earbud and 400mAh Charging cum Carrying Case astonished me with the battery backup at heavy usage.Connectivity: The connectivity is good and fast and I have not faced any issues with the connectivity.Calling: With noise reduction and an inbuilt microphone, Bassbuds Lite give a astound experience while callingFit: It comes in a size that can be easily fitted in any ear perfectly. In addition, it comes with different sets of rubber buds to fit in properly with the shape of your ears.At the price point, it is good value for money. I will definitely recommend it to others.

  
",5.0
B08D3WX95J,"







  
  
    Good at this price
  
","









  
  
    
  After testing it for 3 days i'd came up with a very conclusive review. There are 4 factor which we expect most in any buds is battery backup, comfort fit, sound quality and bass. So if we look at its fit the earbuds get fit so nicely that it'll block noise from surround. The sound quality is good but not great and that's what you get at this price point.  Sometimes it feels noisy and distorted during calls but that's okay. The bass is very great. Ans this product easily last 4 hours per charge and you can charge 4 times from its given box. Lastly i would conclude that , at this price point the product is perfect. Else who knows how much will it last long.

  
",5.0
B08D3WX95J,"







  
  
    Decent product
  
","









  
  
    
  Ordered on day 1 , delivery was super fast in prime within 24hrsTalking about bud wireless firstly packaging is next level same as like any smartphone .Quality of the product is decent considering price.The best part is the pairing and disconnection just by magnetic attachment ,it is so seamless and quick you don't even need to touch the buttons.Talking about sound it is not overly loud , bass is well defined in higer volumes, no distortion of sound in higher volume .Value for money product 👌

  
",5.0
B08D3WX95J,"







  
  
    Just for listening to voices not for music.
  
","









  
  
    
  This is my second purchase.Best suitable for kid's attending online classes.Not for listening to music. No bass.Not for talking as the microphone is of very low quality. The listener at the receiving end hears it with a very hollow undertone.The earphone cushions are of cheap plastic like a balloon material. one got torn while changing. Removing and changing the cushion is cumbersome. Needs effort.However It gives an elegant look while wearing.The fitting into the ear canal is perfect. Doesn't fall when you choose the right size of the cushion.Charging case is very cute with different LED color lights for charging  and and while in use.Tap gestures on the earphones comes handy and funtion well.It serves my purpose to the fullest with a real value for the money!!

  
",3.0
B08D3WX95J,"







  
  
    Jittery audio and frequent disonnection with Smart TV with Netflix. Pains ear after sometime of use
  
","









  
  
    
  Works good with Mobile audio. Distance is as advertised. However, had issues using with my Sony Bravia kd-55x9000f as the wireless device keeps disconnecting after manually connect via bluetooth settings in tv. Netflix audio gets jittery. Distance between my TV and my couch is less than 15 feet. Overall product works awesome when used in close range when used with mobile. For SmartTv this one is not an joyful experience. Also, pains ear as the ear piece after some time as the bulged part of the earphones as shown in attached pictures is not designed for comfortable long time use.

  
",3.0
B08D3WX95J,"







  
  
    Fabulous earbuds
  
","









  
  
    
  I am writing this review after using it for 4 days..Coming to its features they are superb, from easier pairing to seamless connetivity.Sound quality is too good, Vocals are clearly audible as well as bass too is balanced .Lookwise it's also good can be seen in the pic attached and Battery backup is as per mentioned by the manufacturer.Completely satisfied by the product and giving it a 5 star, since no more stars are available 🤪.

  
",5.0
B08D3WX95J,"







  
  
    Poor quality product...
  
","









  
  
    
  I was received a defective product, right buds is ok left bass not working after few hours.Sound quality is very poor, no bass.Connection automatic disconnected and connected many times when i am wokkinbor riding bike.affter some time ear automatically starting pain.very poor quality product.Pl salling stopped this kind of worst product.Some time money dose not matter but quality effected.Amazon assured the quality, but this time failure.

  
",1.0
B08D3WX95J,"







  
  
    Value for Money. Don't expect B&O or Sennheiser like sound quality
  
","









  
  
    
  If you want a basic pair of truly wireless stereo headphones, these are perfect. The pairing was straight forward and sound quality is satisfactory. Keep in mind that these are very basic earphones and do not provide the quality that is even remotely comparable to that of B&O, Sennheiser or Sony. But for the price they are asking, I could not fault them.Positives:+ Cheap+ Easy pairing+ Left and Right are in perfect sync.+ No drops so far.+ Decent battery life+ Decent sound quality.+ Enough loudness+ ComfortableNegetives:- Flimsy- The chrome garnish is actually paint and will fade away in a week revealing the white plastic underneath- The mircophone is too weak. So you'll have to speak louder if you are attending a call- Sometimes the LED on the charging unit fail to turn off.

  
",4.0
B08D3WX95J,"







  
  
    Pretty good at just ₹900/-.
  
","









  
  
    
  Pros:1. Fits well in the ear and does not cause any discomfort.2. Audio quality is satisfactory especially when looked at what you pay for it. Voice clarity is good, bass is soft and soothing. Treble and highs are heard.3. Works well with laptop and mobile.4. Pairing is quick and easy.5. Batt backup seems to ok,ok. Haven't measured exact time.Cons:1. Let's accept that it is damn cheap for a TWS, so don't expect the build and finish to be great. While it is more than acceptable for the amount paid, the durability of the case and the earbuds is a big ?.2. Some fancy features like touch control and water/sweat proof not available.

  
",4.0
B08D3WX95J,"







  
  
    Left ear bud always disconnect
  
","









  
  
    
  Sound - 6/10 ,Bass - 7/10Mid - 6/10High -. 7/101. frequently disconnected especially left earbud.2. after 2 or 3hours you will feel pain at ears.3. Very bad audio qualty sometimes disconnects at 7 feet distance4.cheap plastic is used and the pressing button will be gone away after some days5 .discharges very quiclkly and take time to full charge 1hr6. Playback back time is 1-2 hours7. Case is delicate while opening after somedays it may be broken8. bass is little bit ok when compare to branded earbuds9. Calling is not possible previous call its very hard to click on button twice

  
",3.0
B08D3WX95J,"







  
  
    Worth it.
  
","









  
  
    
  bought PTron Bassbuds Lite couple of days back and I am extremely satisfied with the product.First thing one watches while buying earphones or headphones is the sound quality of the product and after using extensively PTron Bassbuds Lite, I can assure you that these buds doesn’t disappoint you in this area. The sound is decent with good bass, decent voice and instrument separation and noise reduction.Other thing one looks for while buying a Bluetooth earphones or headphones is the battery backup. With 50mAh Li-Polymer Battery (each earbud), it easily lasted for more than 5 hours with extensive calling and music listening. This is more than the competitors in this and the higher price range are. In addition, the case comes with 400mAh battery. Nice buying.

  
",5.0
B08D3WX95J,"







  
  
    This Bussbuds are really ultimate and mind Blowing Product...I really liked it very much!!!
  
","









  
  
    
  pTron Bassbuds Lite earbuds are really amazing and ultimate. Its equipped with the latest wireless technology and chip-set which allow the headphones to transfer powefull sound quality, Super Bass, Good Connectivity, Battery lasts for around 3-4hrs in a single charge and with almost 2hrs of charging in case you get another 4-5hrs. The Product is damn good and it is correctly named the Bassbuds because the bass is truly something nice here and i am very pleasantly surprised with it. pTron Bassbuds Lite True Wireless Stereo earbuds are truly universal and pair easily with all phone brands & tablets for excellent ease-of-use, and any other Bluetooth-enabled multi-media devices. Its Easy and quick to connect, you will be in your music world within 3-5 seconds to enjoy music & sound quality is decent enough to enjoy movie and music. The built-in microphone on both sides earbuds, allows you to make hand-free calls from either one. Provide clear and sound quality phone call. It means you can use separately or share the same music/movies with friends and enjoy the clear stereo sound by using both headset as you wish.Its Really Value for money, Plz try and go for this lovely product!!!. Thank u so much Amazon for this brilliant Product!!!

  
",5.0
B08D3WX95J,"







  
  
    Good for music not for calls
  
","









  
  
    
  I am writing this review after using it for 2 months. Sound and Bass quality is good while you listen to music. For calls, you can hear the sound what other person is taking but I often hear complaints from other side that they can't hear me clearly. So the mic is not very good. There is no noise cancellation. Absolutely disappointed with noise cancellation. If you are walking outside and using your patron bass buds to talk to another person....then there is no way you or the other person can hear you. You will hear complaints from other side that you are not audible. Yes, price is cheaper...but only good for music.

  
",3.0
B08D3WX95J,"







  
  
    Awesome Bassbuds
  
","









  
  
    
  These in-ear bass buds are of very high quality and premium make and are from well known PTron Brand.  I have used many of the PTron Products and this one just sounds great. This has great Bluetooth connectivity and a range of coverage.  This device is of premium make and surely takes advantage of price point. Battery backup is awesome and sound quality is brilliant. This also comes with a 1-year warranty, Bang On. Very handy and durable. Very much satisfied with the quality and build of the product and as well, great value for money. Loving this. Highly Recommended.

  
",5.0
B08D3WX95J,"







  
  
    Best
  
","









  
  
    
  The built quality is pretty decent. Sound levels are good enough for an entry level blutooth earphones.Bass is somewhat at a mediocre level. The treble levels are more boosted in as compared.But the sound output is pretty clear.Tried different platforms like youtube, netflix,wync and few more..the better the quality of audio or video at these platform the better these earphones sound.Battery levels are surprising

  
",5.0
B08D3WX95J,"







  
  
    Worth for 899/-
  
","









  
  
    
  This product is ok and easy to connect.Sound and bass is not that great but it's good for that cost.After taking from charger box it takes approximately 7-10 sec to connect paired device.Bit bigger than airpods.Don't expect too much for that price.Ok to use.Not falling of from my ears, if it falls go with different buds sizes which are available inside that package.Note: Don't expect that good bass from this product.

  
",3.0
B08D3WX95J,"







  
  
    Not so Good Wireless Buds
  
","









  
  
    
  Updating my review after using it for one and half months:1) Product has rubberized texture which gives it the premium feel2) Battery backup degraded very fast, now having to charge the case after every 1 cycle.3) Lots of background noise if you want to attend meetings using this.4) Lots of disconnection issues, every now and then you will be keep switching off and on to get it working.I am just trying now to get rid of this product now.

  
",1.0
B08D3WX95J,"







  
  
    Must buy
  
","









  
  
    
  I bought these earphones as- these are reasonable price and are in my budget.- being wireless bluetooth earphones in trend, I literally wanted one to buy n choose these.- these perfectly suits my requirement as sound quality is good with good bass quality and notice cancellation.- both ear buds working well n fits perfect in the ear.- u can connect them to multiple phones. But at a time use with one.- I go for morning walk n these are awesome for me.I am so happy buying these.

  
",5.0
B08D3WX95J,"







  
  
    Review
  
","









  
  
    
  Bought these TWS Earbuds and so far this is what I think of it,Battery life is great..I charged it 5 days ago when I received it..still has like 40% charge left.Sound quality is good.Bluetooth connectivity is something which is lagging a bit, need to use it more to see how it goes or else it's fine.Bass quality is pretty good too.Noise cancellation is best.Built is compact and nice & they are super comfortableOverall I will say it's an awesome product.

  
",5.0
B08D3WX95J,"







  
  
    Wowwwwww
  
","









  
  
    
  I am very happy to use it. Very fit to the ears and do not disturb even if you exercise. Because life waterproof you can use with confidence because it is okay to sweat. Sound quality is also good, charging is fast in the charging case. I liked the weight and light fit well. Easy to carry. Easy to connect. Easy to switch between phone and iPad. This earphones are so cool. There is also a storage case for earphones. In particular, the storage case can charge your phone. Safe to use.

  
",5.0
B08D3WX95J,"







  
  
    This is a Steal Deal..!!
  
","









  
  
    
  I just wanted to try the TWS System, and didn't wanted to invest thousands without knowing it works for me or not.I Didn't have any Expectations with these.And when I Unboxed them, although I Loved the Green Color, I felt the Plastic Quality was just Average at best.Then, I paired it Put it in the Ears, and the Computer sound of It Being Paired was Pathetic, It Dipped my Expectations even more.Then, as I Played a Track, I was FLABERGASTED..So Surprised, The Audio Quality is just Mind Boggling.I started Head dancing out of Joy.Using it since then Regularly, found Battery life to be Pretty Good as Well.Hats off To PTron for providing something like this at this Price.If you Have only this much to spend, Look no Further.

  
",5.0
B08D3WX95J,"







  
  
    Awesome Sound quality &worth to price...
  
","









  
  
    
  I am reviewing this product after using a week..1. Bluetooth connectivity : Wireless Bluetooth of bussbuds is superb. It's easy to connect through Bluetooth. 2. Quality of the product is too good. Excellent sound quality with noise cancellation. Easy to carry any where. It's light weight. & It has a small box where u can keep it & charge.3. Bettery backup : on full charge, it can be used for 4-4.5 hours continuously and the sound quality is also good.4. Worth to price.... I purchased in lightning deal @899 only...as compares to other product it's very cheap in price and very good in qualityLoved the product very very much.

  
",5.0
B08D3WX95J,"







  
  
    Good product for the money
  
","









  
  
    
  I really liked these earphones when I got them for the price I paid for them which less that 900 but they were very good they sound decent but the good thing about these is that they have Bluetooth 5.0 so latency is very low and also they look good they also feel good they are comfortable not the most comfortable out but they do feel decent easily recommend for everyone

  
",5.0
B08D3WX95J,"







  
  
    The best wireless earbuds in segment go for it
  
","









  
  
    
  The best buds in a affordable price. Amazing item from Ptron,go for it...1. Build material is quite good, the plastic is very sturdy.2. With matt finish it looks like premium earbuds3. Audio quality is upto the mark. The bass and trebles are very clear and loud.4. Bluetooth Connectivity is so fast and easy as you pick out the buds and it got connected instantly.5. You can also use like separate earbud each with different devices at a time.6. Battery is performs long as I used in gaming, music and call it lasts about 4 to 5 hours with extreme use in full volume.7. With long use no feel of pain or irritation in ear. it's comfortable to use with day long.

  
",5.0
B08D3WX95J,"







  
  
    Comfortable earbuds and worth buying
  
","









  
  
    
  A product to trustI was not sure to buy this product but still I thought of giving it a tryGot the delivery in just two days and it was delivered before the estimated delivery date.Product was delivered in a well packed box and the box was compact, making it easy to carry if you want.So the box has- Case with two earbuds- Charging cable- Extra rubber earbuds piece- Guide bookSo the build quality is really goodIf you compare it with other brands in the market in this range then surely this is the best choice.Earbuds fits in properly and it is quite comfortable while you walk and sleep.I've a habit of watching movies while sleeping and it works good for me.Battery backup is very good.Infact is runs for around 4 hours non stopAnd still had 10% battery left.It has a blue light indication when the product is charging in the case.Also an indication when you charge it through the usb.Also the sound quality is simple amazingMuch good then expectedCons -It is little big in size ( might be a problem for some people )Overall a worth buying product in this range.

  
",5.0
B08D3WX95J,"







  
  
    THIS PRODUCT IS A BIG DISAPPOINTMENT. PLEASE SONT BUY!!!
  
","









  
  
    
  Left side earbud does not work. Raised a refund request but replacement option is only available. Which means even if product is waste of money but you can’t return it. Money is gone.Left side earbud does not pick charge even after 2 to 3 hours charging case is on charge (including buds). What nonsense. I bought it thinking it will be a good gift for my sister who is a teacher and on phone conducting classes. So she can be on hands free to easy her day to day work. THIS PRODUCT IS A BIG DISAPPOINTMENT. PLEASE SONT BUY!!!

  
",1.0
B08D3WX95J,"







  
  
    Cant expect more for the price !
  
","









  
  
    
  There are a few genuises who like to compare this with apple's airpods which are only 14 grand pricier than this one item, ignoring those geniuses you will find this item fits your needs and purposes. This one seems like a rip-off of apple product but the price difference does matter.1. it is true I felt a bit pain in the ear after some time of listening music at high volume, but are you sure it ownt happned on apple airpods, that is the nature of in ear hearing.2. Cheap plastic: well plastic is plastic and it is used because it is cheap. And is there any expensive plastic ?? And even if it is there do I care ?? well no as long as the build quality is great do I need to care ?? the build quality is very good though.3. The angle of speaker placement is probably best, dont know if this is also a rip off from apple product.4. Overall very good finish  that makes it look like a branded item and not like a cheap chinese product.

  
",5.0
B08D3WX95J,"







  
  
    Great TWS with amazing battery life
  
","









  
  
    
   While ordering earphones (TWS), I was really skeptikal about which ones to order and ended up ordering ptronn Bassbuds lite. They are super stylish and compact. They come with a micro USB charging cable. The battery life is also very long lasting , I am using it continuously now for 3 days and charged it just ones so you can just forget about charging it and use it freely.It is also light weight, which is good if you want to carry it around. It offers good noise cancellation for this price point. The bluetooth connectivity is also fast, as soon as I take it out of the case, it gets connected. I would suggest everyone to go for it if you are looking for a budget friendly TWS.

  
",5.0
B08D3WX95J,"







  
  
    Worth the buy
  
","









  
  
    
  The best TWS True wireless earphones among all the products i have been using, great build quality, great sound quality with good bass and noise cancellation, really happy to go for this product other than high priced other products in the market, overall it's worth the every penny, thanks amazon for recommending this product to me 😍

  
",5.0
B08D3WX95J,"







  
  
    Proper reviews for a easy reference for new buyers 👇🏻👇🏻
  
","









  
  
    
  Firstly i ordered this product seeing lot many reviews and purchases as i was looking for a wireless ear buds.1. The charging cable is not fitting into the pin. Very bad experience with it.2. The sound quality is bit upsetting as i expected a smooth and loud bass. But its just giving a sharp tincture kind of sound which is although loud with volume increase but the bass beats feel is missing. Feels like the sound is coming from somwhere far. Not exact feel into the ears which shud ideally a ear phone  is meant for.3. The box is so delicate. I thought its a magnet type of closing box but its like a pencil box.But the box looks good.4. Ear buds are little bit falling off after some time.5. Otherwise the making and all are good and budget friendly.(Do not compare with any other brands as each one has its own making and features).6. Finally just pick it according to your requirement.

  
",3.0
B08D3WX95J,"







  
  
    A value for money
  
","









  
  
    
  Its real value for money in this price rangeThe audio is loud enough,it has a perfect mix of base,noise cancellation works well,It is less in weight ,easily kept in pocket,the earphones get fit to ear easily and doesn't fall down even when running ,jumping (skipping)The case quality is made of hard plastic with a good finish and eaay to CarryThe earphones can be pared single also, it can be pared easily, the pause play goodgle assistant, volume up down,call attent n reject works well in earphones

  
",5.0
B08D3WX95J,"







  
  
    Totally satisfied
  
","









  
  
    
  So I'm super impressed!! I received these today and have been totally impressed by the ptron buds so far. I've been listening for 2 hours so far and this is my immediate feedback. 1. The charging case is way smaller 2. The actual earpieces are way smaller 3. The overall fidelity is robust & have a great baseline through to treble range. 4. I can easily hear the person with whom I'm speaking when making phone calls and the person with whom I'm speaking said they could hear me well too. 5. Overall packaging presentation as a first impression was great. 6. Pairing with my phone was very easy. 7. I've been listening for 2 hours so far and the battery level has remained at a high level which suggests their claim of up to 14 hours charge seems to be right! So first impressions are a great experience and renews my faith in ptron.

  
",5.0
B08D3WX95J,"







  
  
    Awesome Product -Awesome Wireless Bluetooth
  
","









  
  
    
  The Product is really value for money.the sound quality is also good with noise cancellation .Battery backup is also awesome.pairing is also very fast and easy to connect with Bluetooth.it has a small box where we can have it and charge it very easily.we can carry it in our pocket also.overall awesome product.i would like to recommend all to have it.

  
",5.0
B08D3WX95J,"







  
  
    Sound Quality poor, value for money
  
","









  
  
    
  Value for money but Sound is too loud even though i have run my TV in minimum sound possible , same with mobile sound to be kept minimum, continious noise also heared with sound which is erritating with extended period of use, range is 7 meter only as claimed 10 meter , sound connect and deconnect frequently even pairing device is 3 meter away, but we cannit accpet more in this price. I also take trial connecting two device at a time in indivisual earbud and it is succefull- so i am able to hear TV in one ear and mobile music in another ear same time which is successful.

  
",2.0
B08D3WX95J,"







  
  
    Good earphone for daily use.
  
","









  
  
    
  For daily use and phone calls it's good earbuds. Comes in decent cost as well and with matt finish.Pros1. Good matt finish and good in terms of looks and finishing.2. Nice sound quality and phone call sound.3. Once paired with your phone it will automatically connects whenever u start next time.4. Automatically starts once u remove earbuds from case and paires.5. Once charged can work for 8-10 hours in idle time.Cons1. Noise cancellation is not upto mark.2. Plastic material so there is always chance to broke if it's drop from certain height.3. Will pain in ears if it's wore for too long.4. The pairing remain good at distance of 2-3 meters of phone and not beyond that.My suggestion is to wear one earbud at a time and not more than 2-3 hours continuously. Wear both together only if u wanna see movie.

  
",4.0
